timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1,0,1,0,-7,-13,-2,-3,0
1,2,3,3,6,8,2,-1,-4
1,3,5,-1,6,5,-4,0,4
1,-2,-3,3,0,-3,-1,1,1
1,-6,-6,-5,-5,-4,-1,-3,-5
1,-1,-2,0,-4,-3,1,-1,1
1,3,-1,-6,-8,-7,-1,-3,1
1,-3,-1,-5,-2,-3,-4,-7,-9
1,-3,-5,2,7,5,1,2,0
1,7,13,5,5,3,1,0,1
1,-10,-18,-3,-1,0,1,-1,-5
1,-2,0,-2,-6,-6,-2,-1,-2
1,-1,-2,-3,-1,1,0,-1,1
1,-2,-1,-1,-1,-1,-2,-2,-4
1,3,2,-4,-3,-4,-3,-4,1
1,-4,-7,-3,-11,-12,-5,-3,-4
1,-2,0,2,-1,0,2,-2,0
1,2,1,2,10,13,0,1,4
1,0,3,4,11,3,3,-1,1
1,1,-1,0,1,10,0,-1,1
1,1,1,-4,-8,-9,-4,-4,4
1,0,-2,-9,-17,-13,-3,-2,-7
1,-1,8,-3,0,-4,-3,-13,-15
1,-10,-12,1,9,5,3,5,3
1,1,1,0,6,10,0,2,2
1,-2,-3,1,0,-2,-1,0,6
1,4,5,-1,-4,-3,-4,0,2
1,2,1,-5,-8,-6,-2,-4,-6
1,-1,-4,-1,-7,-5,-3,0,-4
1,0,2,1,1,0,2,2,-1
1,-1,1,2,-3,-1,1,2,0
1,-2,-1,4,-2,0,-2,-4,-6
1,-2,-6,-4,-1,-3,-3,0,0
1,-3,-2,-1,-2,-3,-1,-5,-6
1,0,2,-3,-7,-2,-2,0,4
1,0,3,-1,-1,-5,-3,0,0
1,0,5,6,12,6,3,-1,-6
1,-1,2,2,11,7,1,0,2
1,-1,-3,-2,-5,-2,-3,-1,1
1,0,0,-5,-9,-5,-2,-2,-4
1,2,1,-4,-7,-10,-3,-3,-6
1,-1,-2,-3,-1,-1,-1,1,1
1,1,0,1,4,4,3,3,2
1,-1,-1,-4,-4,-1,0,-1,2
1,1,4,1,-1,-2,-2,0,2
1,0,1,3,3,-1,1,-2,-3
1,-11,-15,-2,1,4,-2,-3,-8
1,0,0,0,1,1,-2,-1,1
1,-2,-2,-4,-5,-5,-1,-2,-2
1,2,-2,-4,-8,1,-2,0,5
1,2,5,6,3,-2,1,1,-1
1,2,4,5,9,5,2,0,2
1,-2,-2,-3,-7,-2,-2,-2,-1
1,-1,-1,-8,-10,-9,-5,-2,4
1,0,1,2,0,1,0,-4,-5
1,-3,-5,-1,2,4,0,-1,-4
1,2,4,-1,-4,-1,0,-1,-2
1,-6,-9,-4,-3,-4,-1,-3,-7
1,2,1,0,6,5,2,3,4
1,0,1,1,2,1,-3,0,1
1,-5,-5,-4,-7,-6,-4,-2,-1
1,-2,-3,-6,-8,-5,-3,-2,-2
1,3,2,3,6,-1,1,-1,2
1,4,3,4,4,-3,-1,2,3
1,-2,-3,2,2,1,-1,0,-3
1,-3,-1,1,-3,-3,-2,-2,-9
1,-3,-3,-6,-6,-1,-1,0,0
1,0,2,-7,-5,-1,-2,-1,4
1,-1,-3,-3,2,1,-2,0,0
1,0,2,-3,-2,-7,-5,-4,-1
1,-5,-4,-2,-7,-6,-2,-2,-9
1,-2,-6,0,-3,1,0,-1,-4
1,2,1,2,1,0,0,0,2
1,-1,-5,1,3,6,1,1,-1
1,-1,4,4,6,4,2,2,2
1,4,8,1,1,3,1,3,4
1,-8,-12,-4,-2,1,-1,0,-4
1,-3,-3,-1,-3,-4,-4,-4,-3
1,-1,-5,-8,-15,-14,-7,-3,0
1,-3,-3,2,-4,-5,-3,-2,-8
1,-1,3,3,5,4,1,-2,0
1,8,0,-3,2,3,4,4,2
1,-7,-2,-4,-8,-9,-7,-2,-3
1,-3,0,0,-1,-1,-2,1,2
1,2,1,0,1,1,0,0,6
1,-2,1,0,0,-1,1,0,1
1,1,3,-4,0,0,0,-4,-3
1,-4,-10,-4,-5,-3,-2,-2,-5
1,-10,5,-2,-3,0,0,-1,-7
1,9,9,6,5,6,7,8,16
1,-2,-9,2,1,0,1,2,0
1,-14,-18,-9,-6,-7,-13,-10,-13
1,1,-2,-3,1,0,-4,-5,-2
1,-5,-2,-1,-3,-6,0,1,-5
1,7,11,1,1,-2,1,7,6
1,19,26,3,-1,-2,4,8,7
1,-14,-26,-7,0,-1,-7,-7,-8
1,-6,-3,2,4,3,-3,-6,-6
1,3,-1,2,4,5,7,-1,0
1,13,15,4,4,13,25,7,6
1,16,14,-7,-9,-11,-23,-2,4
1,-36,-29,-9,-8,-16,-20,4,-10
1,16,-1,-2,1,1,-9,1,0
1,-22,-27,-9,-7,-8,0,-21,-12
1,11,13,9,8,16,36,14,8
1,4,6,-1,-8,-11,-23,6,3
1,26,11,0,-3,-6,-3,4,13
1,-30,-11,2,2,3,8,39,5
1,-13,-11,-3,1,-7,-15,-57,-28
1,26,28,6,5,14,27,4,7
1,-22,-16,1,-1,1,-12,-16,-11
1,20,11,-4,-6,-6,5,7,6
1,-12,-22,-9,-6,-9,-21,20,4
1,-7,-5,-1,2,-2,-9,-12,-12
1,2,20,10,9,11,19,7,5
1,-10,-14,-6,-9,-14,-27,-24,-7
1,17,6,-2,-3,1,24,27,18
1,14,13,1,-3,7,17,-7,-16
1,-3,-1,-5,-9,-15,-27,42,13
1,12,-18,-11,-5,-6,-24,-62,-23
1,-34,-9,-4,-4,-11,-18,-3,-2
1,2,-9,-1,8,11,17,9,14
1,-17,1,0,-3,4,12,8,-9
1,5,9,1,0,0,3,15,6
1,11,13,4,3,8,12,5,6
1,-2,3,1,-1,-4,-6,-6,-4
1,-9,-9,-4,-3,-2,4,7,-7
1,3,1,0,-1,3,2,-18,4
1,2,-3,3,2,5,7,9,1
1,-2,-12,-9,-10,-13,-15,-34,-10
1,11,14,4,2,3,17,-5,1
1,3,-23,-1,-2,-9,-30,22,7
1,-4,0,3,6,8,8,-45,-12
1,-5,-8,-4,-3,1,-2,17,4
1,0,-1,-6,-6,-3,0,-25,-2
1,-6,18,8,4,9,19,11,4
1,2,0,-1,0,3,-1,-5,-12
1,2,-5,-3,0,-9,-13,10,12
1,-8,-4,-2,0,0,-1,-24,-6
1,-2,4,-3,3,-2,-3,8,-9
1,5,4,0,0,-1,0,9,-4
1,3,6,-1,-6,-3,-6,-16,-1
1,-5,-10,-5,2,-4,-17,-8,-1
1,-1,-3,6,5,9,22,3,7
1,-5,2,0,-5,-3,9,51,8
1,-9,-4,2,-4,-7,-14,-59,-15
1,5,4,1,-1,2,8,24,10
1,-3,1,-3,-2,-8,-24,-27,-5
1,-9,-4,-4,1,1,9,12,5
1,19,8,3,3,2,-2,13,9
1,6,21,5,0,3,2,-6,-3
1,-21,-24,-10,-4,-5,1,0,-2
1,11,-7,-4,-7,-2,4,7,9
1,-15,-9,-3,-4,2,-4,-5,-7
1,-5,-7,0,3,-2,-8,-1,-2
1,12,15,2,1,5,9,7,2
1,11,16,3,0,-2,-2,-4,2
1,-4,-21,-9,-6,-20,-29,11,7
1,-8,-2,0,-2,1,5,-2,-14
1,-5,-2,-4,-5,-5,-9,11,-4
1,1,1,1,6,6,3,-1,-1
1,4,9,4,5,14,19,-9,1
1,-8,-11,-8,-12,-16,-25,-6,-5
1,11,7,3,5,6,10,-3,4
1,-12,-1,2,5,12,16,-5,-7
1,-6,-2,-6,-2,-7,-5,6,-5
1,0,-11,-5,0,-8,-4,-2,2
1,-1,1,-2,-5,-4,-4,4,-3
1,14,20,1,-5,-8,-6,-7,7
1,-40,-24,-3,-1,9,22,13,-2
1,15,-5,-4,-2,0,-5,0,15
1,-22,-15,-2,-3,1,2,2,-13
1,15,19,8,4,-4,-16,-11,-6
1,-10,-16,-3,3,2,6,5,5
1,2,2,-6,-6,1,3,-17,-7
1,7,8,0,0,-4,2,7,4
1,2,1,0,-3,-12,-19,12,11
1,10,11,6,6,11,4,-27,-15
1,-2,-8,-2,4,4,11,-12,-5
1,9,4,-5,-9,-16,-24,-18,-4
1,-22,-20,-8,-11,-9,-4,-5,-7
1,6,6,-1,0,2,4,33,10
1,-15,-6,1,4,0,3,0,-1
1,2,11,2,1,1,-1,-3,-4
1,7,-7,1,3,3,0,0,0
1,3,14,6,2,-5,-14,-6,-3
1,0,-2,-6,-6,1,0,-6,-4
1,-35,-42,-3,2,7,4,12,-1
1,0,8,-1,-2,-1,4,-19,-8
1,-10,-21,-15,-11,-1,6,8,-1
1,15,16,5,-1,-4,-8,15,10
1,-2,7,6,5,-1,-6,-11,-6
1,-4,-15,-8,-4,-8,-9,-10,-15
1,17,15,2,1,3,0,6,1
1,-15,-7,2,1,-3,2,-5,-3
1,12,14,3,7,9,12,24,15
1,-13,-14,-4,-4,-3,-5,-18,-4
1,8,2,-3,-5,-15,-14,-1,-1
1,-4,-7,0,-2,5,9,11,-1
1,21,6,-1,-1,-1,-7,-10,4
2,-4,7,4,4,2,0,-3,-2
2,8,10,2,0,-7,-13,4,2
2,-3,-5,2,0,-2,0,9,3
2,-14,-10,-3,-2,4,8,0,-14
2,18,6,-10,-9,-6,-12,-20,2
2,-8,-16,-8,-3,-6,-2,13,4
2,-16,2,10,6,3,5,-5,0
2,10,5,2,7,6,2,4,-1
2,1,8,0,-2,4,15,11,-1
2,1,-4,-6,-6,-1,-5,-9,-9
2,1,2,-1,-2,2,6,-1,3
2,0,3,2,-1,-3,-8,-1,2
2,3,0,0,-3,-9,-9,-7,-1
2,1,-7,-1,-3,1,2,-7,3
2,-2,-3,-5,-6,-6,-1,12,-2
2,8,2,0,-3,-2,3,2,6
2,-8,-4,1,9,8,11,-2,-1
2,-11,1,3,4,4,-2,1,-2
2,9,4,-1,6,6,-5,-4,0
2,3,3,-3,-7,-16,-22,-2,-1
2,7,20,1,-5,-7,1,7,3
2,-11,-29,-11,-7,-1,6,-11,-8
2,-8,-10,-5,-5,-1,6,5,2
2,-9,-10,-3,0,1,4,0,-3
2,-9,1,5,3,5,6,-14,-6
2,42,41,13,11,8,-4,1,10
2,-25,-20,-1,-1,-7,-7,-4,-1
2,-4,-18,-15,-15,-15,-18,-29,-20
2,2,-2,-2,-4,-1,8,12,-2
2,-8,-4,4,7,5,8,12,3
2,8,17,2,1,-2,-6,-19,-4
2,2,4,0,-1,0,7,6,4
2,-14,-17,-7,-5,-3,-6,-1,-3
2,5,2,-2,-3,0,1,18,1
2,-9,-1,1,3,-3,-6,-26,-10
2,0,0,0,4,7,17,12,3
2,2,4,6,5,16,10,-10,2
2,-9,-10,-6,-8,-22,-38,16,-1
2,12,1,-5,-2,-2,3,20,6
2,-8,-5,-2,2,0,-3,-21,-9
2,11,2,-4,-6,-12,-11,-6,0
2,-14,-14,-6,-7,1,6,-11,-3
2,-8,-12,-3,2,2,0,-1,-1
2,18,20,14,10,10,11,25,13
2,9,11,7,13,11,8,-2,1
2,-18,-19,-14,-11,-14,-21,-27,-13
2,-9,-12,-12,-14,-13,-8,0,-12
2,-5,-5,-5,-9,-6,-2,-5,-2
2,3,0,5,3,3,5,11,2
2,8,18,10,13,14,11,3,6
2,14,8,0,3,4,-3,0,6
2,-1,-2,-2,-4,-3,-8,-11,-3
2,-4,-7,-10,-14,-14,-10,11,1
2,-1,-5,-4,-4,0,8,-7,-1
2,1,2,5,-1,2,1,4,0
2,-3,-3,-2,-4,-2,-3,-9,-4
2,-7,-10,-8,-4,-7,-6,-4,-3
2,0,0,3,7,4,7,1,0
2,4,8,5,4,4,-2,8,5
2,1,0,1,0,-2,-6,0,2
2,-10,-12,-7,-10,-8,-5,-7,-8
2,1,7,3,1,5,0,2,0
2,5,6,4,6,1,3,-7,-3
2,-4,-3,-2,6,3,6,4,-3
2,2,2,-1,-3,-3,-9,-4,-1
2,-19,-20,-7,-7,-5,2,-3,-2
2,3,2,-5,-10,-6,-4,9,0
2,-6,-2,2,-2,-4,-5,-12,-4
2,1,-2,-1,-1,-5,2,-5,0
2,6,7,-2,-7,-4,2,-1,-3
2,-1,3,5,13,14,4,4,3
2,0,1,5,9,7,2,9,3
2,-5,0,0,1,-2,-4,1,-3
2,3,-1,-4,-9,-6,5,-2,0
2,-6,-10,-10,-18,-21,-18,-15,-7
2,0,-1,-5,-1,-6,-8,-1,-3
2,-2,1,3,8,13,0,-1,1
2,-2,-1,-2,-10,-4,-3,-1,0
2,0,-2,-6,-20,-14,5,-4,-4
2,0,-1,0,19,10,-1,1,0
2,-5,-11,-5,-14,-18,-3,1,0
2,4,6,9,12,-3,8,3,8
2,5,12,24,48,50,14,8,10
2,-3,5,8,21,23,5,-6,-16
2,-5,-7,-9,-6,-3,-1,-4,-6
2,1,-2,-13,-21,-22,-10,-6,-2
2,-2,-3,-9,-31,-29,-5,-3,-3
2,-2,-7,-6,-17,-14,-7,-1,6
2,-6,-3,-5,-3,-3,-5,-4,-8
2,-2,-2,-3,-5,-3,-4,-6,-4
2,-4,-3,0,4,2,0,-2,0
2,3,2,0,-1,1,2,5,5
2,0,3,3,1,1,0,-2,0
2,2,1,0,7,3,4,-1,1
2,0,-2,2,1,7,12,4,-1
2,-2,-4,-8,-20,-15,6,-1,-1
2,-1,-1,-4,-2,-6,-30,-8,0
2,0,3,9,19,16,-6,0,-1
2,0,0,1,15,6,-3,-5,-2
2,-2,-2,-2,-7,-5,4,3,1
2,1,-1,2,9,9,14,8,2
2,3,0,1,4,18,26,11,4
2,1,-3,-11,-12,-10,2,-3,-5
2,-10,-8,-6,-18,-29,-61,-33,-14
2,-4,-3,-1,5,-1,-7,-4,-1
2,0,1,-2,2,1,-6,1,-1
2,0,-1,-3,-3,2,14,9,2
2,0,3,-1,0,3,23,10,3
2,18,0,5,2,9,37,16,7
2,-17,4,2,-7,6,18,6,-3
2,-6,-10,-7,-16,-33,-54,-27,-11
2,-20,-5,0,6,-7,-44,-12,-11
2,18,6,5,10,4,-11,-3,2
2,-5,-2,2,8,20,24,13,10
2,-2,2,3,3,12,26,6,3
2,-4,-11,-23,-25,-29,-3,-11,-12
2,-14,-4,-4,-7,2,-8,-2,-9
2,26,8,8,10,-1,0,-3,12
2,-4,0,4,15,11,12,8,-2
2,6,3,8,11,19,13,10,10
2,-8,-4,-4,-2,4,-6,4,1
2,1,-1,-4,-7,4,24,1,-4
2,-1,-6,-13,-15,-39,-73,-36,-14
2,-1,-2,2,-1,-8,5,3,-1
2,-5,-2,0,-2,-3,7,3,2
2,-8,-6,-6,-2,-5,-14,-3,-6
2,11,5,5,12,20,37,13,10
2,7,5,-3,-3,4,2,4,3
2,-9,-1,-2,-4,-6,-4,-8,-1
2,0,-3,-2,-3,-2,5,-3,-5
2,2,0,2,3,9,21,9,6
2,8,5,0,2,7,-28,0,9
2,-9,-8,-8,-9,-14,4,-8,-13
2,-16,-7,-7,-9,-22,-60,-29,-19
2,4,-1,-2,3,3,-4,1,3
2,-6,-1,11,16,16,30,20,9
2,0,2,2,0,13,40,9,8
2,-8,-8,-10,-17,-27,-56,-25,-21
2,1,-2,-5,-10,-7,10,4,-2
2,-4,-3,1,4,3,-8,-4,0
2,1,6,4,13,11,11,4,4
2,10,2,8,4,20,6,18,11
2,10,-1,-2,-5,-15,-22,-7,6
2,1,-4,-11,-16,-19,21,-12,-9
2,-4,1,-2,-6,-8,-22,-14,-6
2,32,7,-2,-1,-1,-6,6,19
2,-21,-9,2,7,18,43,11,-5
2,0,-6,-5,-6,-14,-50,-13,-7
2,16,4,1,-3,-4,9,9,7
2,-26,-3,0,3,-1,18,3,-7
2,-2,-9,-7,-5,-10,-13,0,-2
2,-7,-4,-2,-1,4,18,6,-2
2,4,-2,-1,-2,3,12,0,1
2,55,19,7,13,16,24,20,21
2,-54,-2,-3,-3,-4,-13,-10,-12
2,-8,-12,-4,-6,-1,13,3,-6
2,-5,-6,-2,-4,-8,-37,-3,-3
2,-8,-3,-2,-1,-3,19,0,3
2,22,6,4,0,11,13,8,6
2,8,5,1,0,9,10,-5,-1
2,-27,-8,-4,-4,-14,-12,5,-9
2,11,0,1,5,-4,-51,-34,-10
2,13,1,1,4,4,4,4,7
2,-8,3,-3,-3,6,50,18,6
2,7,0,-8,-6,-10,-3,-17,-9
2,-21,-5,0,-2,-10,-10,-1,0
2,-3,2,-1,-1,7,-13,-1,-6
2,22,1,0,-2,-3,-20,-9,2
2,3,0,1,1,5,10,12,3
2,-33,-9,-2,3,5,14,20,-6
2,12,-1,-4,-11,-17,-23,-23,-1
2,2,11,5,5,5,-16,5,4
2,-9,0,1,2,7,24,-7,-2
2,-3,-6,-4,-4,-6,-25,-10,-4
2,15,2,-1,-3,-4,-5,5,4
2,13,0,7,5,8,26,13,14
2,-29,-24,-9,-7,-6,-15,-11,-4
2,-19,16,0,0,2,12,-28,-18
2,19,-10,0,5,12,34,24,4
2,-43,22,-2,-1,-19,-60,-21,-7
2,10,-4,-1,3,6,25,15,9
2,-7,-12,-6,-6,4,16,8,-8
2,-8,6,-5,-7,-10,4,6,-3
2,3,-15,-2,-3,1,-1,-22,-2
2,19,-7,1,2,-4,-40,17,2
2,-19,13,2,2,-5,13,-6,-9
2,5,4,1,0,-4,-13,-9,-1
2,3,-5,5,9,18,16,7,1
2,-7,8,-4,-10,-5,18,-8,-3
2,14,-35,3,8,11,9,27,15
2,-4,19,-4,-6,-10,-11,-18,-2
2,-4,-2,-8,-6,-12,-24,-11,-10
2,12,-4,-2,0,3,16,6,2
2,-11,-5,-8,-17,-26,-35,-7,-4
2,-21,-4,4,4,7,11,11,-3
2,-5,-5,5,5,4,3,-4,-6
2,10,17,1,0,5,-10,-10,2
2,8,-2,1,8,10,28,10,2
2,-5,-9,2,1,-9,-27,-12,2
2,4,5,-11,-15,-10,17,9,-2
3,0,-19,4,4,8,6,9,0
3,-22,0,-4,-10,-7,2,-21,2
3,3,9,-5,-3,-2,-19,-15,-15
3,1,-7,4,5,5,16,2,-3
3,10,8,0,2,-11,-12,-11,1
3,-2,-4,-3,-4,6,-1,7,-3
3,5,-8,-8,-15,-22,0,-18,-2
3,4,1,3,10,2,-26,14,6
3,-5,5,3,7,5,8,-6,-4
3,11,1,1,4,4,12,15,3
3,4,-1,5,8,30,36,-1,5
3,-6,-7,-8,-19,-30,-14,-13,-10
3,-8,-8,0,4,3,-13,0,-2
3,5,13,-3,-3,-5,-11,-11,3
3,-3,-5,4,2,7,19,13,3
3,1,-17,3,7,5,1,-2,-3
3,13,17,1,2,-4,-16,6,4
3,-21,-30,-3,-3,-5,2,1,-8
3,-14,27,-4,-4,-6,-11,-20,-18
3,13,3,-2,-2,11,21,4,12
3,-23,-18,-5,-6,-7,-10,-2,1
3,13,7,-7,-3,-14,-11,-8,-6
3,-15,-5,5,9,1,-12,0,1
3,-6,2,1,0,7,17,5,-3
3,2,2,1,1,7,19,8,0
3,5,-10,-2,-5,-9,-25,-14,-2
3,6,9,-7,-10,-14,-43,-1,-6
3,-3,-7,-6,-13,-3,-3,0,2
3,-8,-1,0,-2,-8,-13,-10,-8
3,3,7,4,22,21,30,13,4
3,1,-12,2,14,20,21,-5,-3
3,20,7,1,-6,-11,-23,3,9
3,-26,3,-7,-19,-9,7,-8,-25
3,-2,1,-3,-11,-8,4,2,-3
3,2,-2,7,5,7,12,19,9
3,-3,-3,3,7,8,16,23,5
3,-7,-5,-6,-4,-9,-17,-32,-11
3,12,6,-5,-9,-7,-7,-2,6
3,-3,-12,-4,-8,-13,-17,3,2
3,-6,5,2,4,1,17,1,-1
3,9,1,4,10,5,3,17,8
3,6,4,-3,0,4,-4,-7,-3
3,-12,-12,-8,-15,-9,6,1,2
3,-5,0,2,3,-2,-9,-8,-9
3,-6,1,0,8,8,4,-3,-4
3,7,5,1,2,1,5,0,6
3,-2,-5,0,3,0,-17,-5,-1
3,-10,-1,-8,-13,-21,-38,-6,-9
3,-2,-9,-2,1,3,-2,-3,-4
3,0,18,-2,-9,-8,-9,-4,-2
3,3,-2,2,1,1,30,5,3
3,-2,3,1,6,6,18,5,4
3,4,-2,2,1,2,-12,0,4
3,3,-11,-3,-2,4,2,-1,-3
3,-14,-5,-7,-15,-9,11,6,-4
3,-8,-13,-5,-3,-7,-25,-23,-10
3,13,11,2,9,9,7,12,9
3,10,3,5,7,3,13,4,8
3,4,-5,-7,-10,-3,9,10,-2
3,-4,-4,-7,-6,-9,-23,-14,-6
3,-1,1,-6,-6,-4,5,-9,-1
3,-5,0,5,-1,-2,-9,8,2
3,13,-2,3,5,0,0,-4,3
3,-12,2,0,5,6,13,18,0
3,9,5,-7,-16,-17,-13,-13,0
3,-7,-16,-5,-8,-9,-17,-14,-9
3,4,13,4,10,20,20,10,-1
3,4,2,1,3,5,-9,-8,1
3,-4,4,5,2,3,17,5,-2
3,-7,-16,-5,-10,-19,-20,-11,-10
3,-9,-12,-8,-7,-10,-20,-6,-3
3,10,13,3,1,6,26,13,7
3,6,11,6,4,4,-1,17,11
3,-2,3,2,4,-1,2,-3,-1
3,-1,-1,-3,-1,-8,-9,-17,-9
3,0,-6,-2,-4,-2,4,-3,-1
3,0,-9,0,-4,4,8,4,1
3,-1,9,4,20,20,2,17,4
3,1,-2,-1,2,-1,-6,-2,2
3,-7,-7,-6,-8,-6,1,-5,-3
3,2,2,-9,-19,-13,-7,2,-2
3,0,-3,-5,-11,-15,-15,-24,-6
3,-5,0,8,16,10,2,2,1
3,-11,-5,2,6,6,22,-4,-6
3,-2,-1,-5,-4,-11,-23,-5,2
3,1,-1,-7,-4,0,2,-1,-4
3,3,-6,-8,-20,-19,-10,-5,-3
3,3,4,1,-4,-1,25,5,2
3,-4,-4,6,16,16,-11,3,-4
3,-1,5,4,7,3,13,1,2
3,0,-2,2,6,-1,-8,9,2
3,-1,1,-1,-2,0,-3,-10,-2
3,-9,-10,-9,-12,-8,3,-10,-9
3,2,0,-1,-16,-11,-12,-2,0
3,-3,0,1,8,2,-2,2,-3
3,9,2,1,4,9,13,5,3
3,-2,0,-3,-6,-20,-22,-10,-3
3,-6,1,7,13,28,14,3,1
3,1,2,-3,-3,-2,-2,1,1
3,1,-9,-4,-5,-9,-16,-6,-2
3,-5,1,0,-3,-5,1,1,-2
3,3,-15,-1,-4,0,13,8,1
3,0,11,1,0,-2,3,10,5
3,2,-1,-5,-1,1,-15,-8,2
3,-12,-8,-6,-14,-10,-5,-16,-14
3,5,2,-3,4,-5,0,5,3
3,5,2,1,6,14,18,-1,-3
3,1,-2,1,5,-2,-15,7,1
3,7,1,4,-1,4,15,-1,6
3,-8,-1,-7,-4,-7,-23,-2,-4
3,-4,-10,-5,-14,-9,-15,-8,-3
3,-2,2,-6,-7,-11,-2,-4,-3
3,0,-1,4,9,8,6,2,1
3,2,6,7,12,19,10,2,2
3,-2,0,8,16,12,8,0,-1
3,0,-1,-3,-10,-10,-12,-8,-9
3,-2,-6,-6,-3,-8,-5,-5,-1
3,-4,-1,-7,-14,-14,-1,-2,-1
3,-2,0,1,-8,-5,-4,-4,1
3,2,3,5,6,14,9,3,-1
3,2,-2,-2,6,3,-2,6,0
3,-4,0,-1,-6,-6,-1,-4,-5
3,-2,-7,-3,-4,-5,2,-3,0
3,-1,0,-2,-10,-8,-9,0,1
3,0,3,0,-1,-3,1,-3,0
3,-2,-1,-1,-2,4,2,1,-1
3,0,1,2,10,12,13,1,2
3,-2,-3,-4,-4,-4,-25,-5,-2
3,2,-3,-4,2,-2,-3,1,0
3,-2,-2,3,-2,-15,-12,-7,-6
3,-2,-4,-3,-12,-7,-1,1,-5
3,3,2,2,8,11,11,5,4
3,1,0,3,6,12,7,4,2
3,-1,-1,-4,2,-3,-1,-1,-1
3,-4,-1,-1,-7,-2,-10,-9,-4
3,-2,-2,-3,-2,-6,-4,-5,-3
3,-3,-4,-2,-4,-13,-10,0,1
3,-2,-4,-1,0,10,-3,1,1
3,-2,-3,-8,-11,-13,-8,-2,-3
3,-2,3,7,-1,-3,11,0,-2
3,-1,1,2,12,13,-2,-1,1
3,1,0,-1,-3,2,5,-1,1
3,-1,-1,-7,-5,-6,-12,-3,0
3,1,-5,-4,-2,1,0,1,3
3,-1,-2,2,-3,-7,-1,0,-6
3,-5,-3,-5,-7,-8,-2,-1,-11
3,-2,-2,0,10,1,-1,-5,-4
3,-1,-1,4,8,6,11,2,2
3,3,4,2,2,6,-2,-1,5
3,-2,-2,-4,-11,-4,-5,-1,2
3,0,1,1,-3,-8,4,-1,0
3,2,-1,1,11,9,5,3,2
3,-1,-2,-1,-1,4,-2,-1,0
3,-2,-1,-3,-10,-6,-4,0,-2
3,-5,-5,-9,-18,-23,-14,-13,-6
3,-2,-2,-1,6,5,-1,2,-2
3,0,0,3,10,12,7,2,-1
3,1,0,2,8,3,8,3,2
3,0,1,1,4,4,5,3,0
3,-2,-3,-10,-9,-10,-4,-3,-3
3,-4,-3,0,-19,-12,-4,-4,-3
3,0,3,6,7,-4,3,1,1
3,3,2,8,23,32,7,5,5
3,-2,-3,-6,-6,-9,-7,-2,0
3,3,-2,-6,-11,-8,-5,2,4
3,-5,-3,-3,-7,-11,-5,-6,-6
3,-4,-3,-2,-3,-3,-3,-6,-17
3,0,1,1,3,6,2,-3,-4
3,1,0,-2,3,-1,2,1,6
3,-3,-6,-1,-1,-1,-1,-1,3
3,1,1,0,1,0,0,2,3
3,1,0,1,-2,1,4,1,1
3,-2,-3,-7,-12,-9,-3,-4,-4
3,2,0,-6,-3,-5,-3,-2,1
3,-4,-5,3,6,2,-4,3,3
3,1,2,5,4,12,4,-1,1
3,0,2,2,1,3,1,-2,-1
3,-1,-2,-3,0,1,0,-3,-4
3,1,-1,-5,-9,-7,0,2,2
3,1,1,-1,-2,-3,0,1,-1
3,-2,-1,1,3,3,0,-1,-2
3,-1,-2,-5,-3,2,0,0,-2
3,0,-1,-5,-7,-10,-6,-3,1
3,-3,-3,-5,-3,-3,2,1,1
3,-1,-1,2,4,-2,1,-1,-4
3,2,1,4,4,3,4,0,1
3,-1,0,-2,-1,-1,1,1,0
3,-3,-4,-5,-6,-10,-8,-4,-5
3,-4,-6,-8,-11,-7,-8,-5,-6
3,-2,1,1,0,-2,-1,-3,-2
3,3,3,4,7,10,3,4,8
3,1,0,3,5,5,5,2,0
3,-2,-1,-2,7,6,2,-3,-8
3,1,-2,-6,-10,-8,0,-2,-1
3,0,2,4,0,1,-4,2,4
3,-2,-4,4,5,0,-1,0,-1
3,-2,-1,-1,-1,-3,-2,-8,-14
3,-3,-3,-4,-7,-5,-4,-3,-3
3,-9,-12,-8,-7,-5,-1,-4,-2
3,5,5,-4,-5,-5,-1,4,6
4,-2,-2,-4,-2,0,-1,0,-2
4,-1,5,6,6,3,-1,-5,-10
4,6,11,3,3,4,1,0,1
4,-17,-24,-7,-1,0,-1,-2,-6
4,6,7,1,-3,-5,-3,1,7
4,-15,-16,-7,-10,-8,-5,-3,-4
4,2,-2,-10,-7,-4,-3,-2,-3
4,16,23,16,13,8,4,3,6
4,29,48,8,5,1,1,2,9
4,-43,-51,-14,3,2,-4,-4,-10
4,-20,-23,-9,-8,-5,-2,-2,-8
4,0,-5,-9,-8,-4,-3,-3,-3
4,0,-5,5,3,7,1,3,3
4,31,40,8,11,7,1,1,8
4,-5,-3,-4,-4,-8,-5,-1,-6
4,0,-2,-6,-14,-11,-2,-1,-3
4,10,15,4,3,-1,-2,-5,1
4,3,-3,2,10,10,7,5,-1
4,-4,-7,3,2,-1,-2,4,-2
4,-5,-4,-1,-4,-5,-4,0,-3
4,-35,-50,-14,-15,-11,-7,-14,-13
4,7,3,-7,-10,-7,0,2,5
4,15,14,4,1,-1,-3,1,6
4,0,9,6,12,8,3,2,0
4,16,9,6,14,11,3,6,11
4,-19,0,-1,0,-2,-3,8,0
4,22,18,-1,-6,-9,-10,-12,-1
4,-7,-16,-12,-12,-10,-2,-2,-8
4,-21,-23,-9,-7,-3,6,-8,-10
